Modelo,Escenario,Varianza,Paso,ECRPS_Mean
MCPS,Estacionario_Lineal,0.5,2,0.4631639216102723
MCPS,Estacionario_Lineal,0.5,3,0.5006769741402342
MCPS,Estacionario_Lineal,0.5,4,0.5132168778266643
MCPS,Estacionario_Lineal,0.5,5,0.452110563549794
MCPS,Estacionario_Lineal,1.0,1,0.5912843423017784
MCPS,Estacionario_Lineal,1.0,2,0.6411477862705356
MCPS,Estacionario_Lineal,1.0,3,0.65153876157005
MCPS,Estacionario_Lineal,1.0,4,0.6705264711297104
MCPS,Estacionario_Lineal,1.0,5,0.6102803169185053
MCPS,Estacionario_Lineal,3.0,1,0.9827114837339721
MCPS,Estacionario_Lineal,3.0,2,1.126887077408321
MCPS,Estacionario_Lineal,3.0,3,1.1125312857566245
MCPS,Estacionario_Lineal,3.0,4,1.2098573692778023
MCPS,Estacionario_Lineal,3.0,5,1.1646088948303601
MCPS,No_Estacionario_Lineal,0.2,1,0.8833288702901587
MCPS,No_Estacionario_Lineal,0.2,2,0.9785244356270643
MCPS,No_Estacionario_Lineal,0.2,3,1.0067517671456259
MCPS,No_Estacionario_Lineal,0.2,4,1.0762854106131383
MCPS,No_Estacionario_Lineal,0.2,5,1.0833360931934817
MCPS,No_Estacionario_Lineal,0.5,1,1.6359067211254876
MCPS,No_Estacionario_Lineal,0.5,2,1.9711251747602445
MCPS,No_Estacionario_Lineal,0.5,3,2.1836333576271914
MCPS,No_Estacionario_Lineal,0.5,4,2.046877371405503
MCPS,No_Estacionario_Lineal,0.5,5,2.2855990323542934
MCPS,No_Estacionario_Lineal,1.0,1,1.7208161796074606
MCPS,No_Estacionario_Lineal,1.0,2,2.309537422614046
MCPS,No_Estacionario_Lineal,1.0,3,2.323507924106554
MCPS,No_Estacionario_Lineal,1.0,4,2.0910359614851304
MCPS,No_Estacionario_Lineal,1.0,5,2.23099897776526
MCPS,No_Estacionario_Lineal,3.0,1,4.392407548233869
MCPS,No_Estacionario_Lineal,3.0,2,5.178825632607314
MCPS,No_Estacionario_Lineal,3.0,3,5.036050123850358
MCPS,No_Estacionario_Lineal,3.0,4,5.132324372875712
MCPS,No_Estacionario_Lineal,3.0,5,5.395105235294438
MCPS,No_Lineal,0.2,1,0.2591923829720674
MCPS,No_Lineal,0.2,2,0.29268696921004583
MCPS,No_Lineal,0.2,3,0.29698115930482444
MCPS,No_Lineal,0.2,4,0.29042673212914366
MCPS,No_Lineal,0.2,5,0.3040770476070053
MCPS,No_Lineal,0.5,1,0.4065404361089057
MCPS,No_Lineal,0.5,2,0.4566141283067781
MCPS,No_Lineal,0.5,3,0.4448567033734321
MCPS,No_Lineal,0.5,4,0.45561456587681287
MCPS,No_Lineal,0.5,5,0.49377472603199746
MCPS,No_Lineal,1.0,1,0.6033689912311888
MCPS,No_Lineal,1.0,2,0.7358954512556565
MCPS,No_Lineal,1.0,3,0.6423676392661338
MCPS,No_Lineal,1.0,4,0.6686052637045208
MCPS,No_Lineal,1.0,5,0.6382551016668742
MCPS,No_Lineal,3.0,1,0.9886339045225899
MCPS,No_Lineal,3.0,2,1.1605393555926362
MCPS,No_Lineal,3.0,3,1.1174114742484578
MCPS,No_Lineal,3.0,4,1.18855837439957
MCPS,No_Lineal,3.0,5,1.1662400641442017
Sieve Bootstrap,Estacionario_Lineal,0.2,1,0.24567234787959807
Sieve Bootstrap,Estacionario_Lineal,0.2,2,0.24952703723414008
Sieve Bootstrap,Estacionario_Lineal,0.2,3,0.2478958612994472
Sieve Bootstrap,Estacionario_Lineal,0.2,4,0.2482551590526109
Sieve Bootstrap,Estacionario_Lineal,0.2,5,0.24868436873053307
Sieve Bootstrap,Estacionario_Lineal,0.5,1,0.38910604679102967
Sieve Bootstrap,Estacionario_Lineal,0.5,2,0.39405456792549665
Sieve Bootstrap,Estacionario_Lineal,0.5,3,0.39437831335007717
Sieve Bootstrap,Estacionario_Lineal,0.5,4,0.3943222840260068
Sieve Bootstrap,Estacionario_Lineal,0.5,5,0.3940800980561686
Sieve Bootstrap,Estacionario_Lineal,1.0,1,0.5510681341036816
Sieve Bootstrap,Estacionario_Lineal,1.0,2,0.5714362238764698
Sieve Bootstrap,Estacionario_Lineal,1.0,3,0.5624459191055389
Sieve Bootstrap,Estacionario_Lineal,1.0,4,0.5600726663844426
Sieve Bootstrap,Estacionario_Lineal,1.0,5,0.5558440260431446
Sieve Bootstrap,Estacionario_Lineal,3.0,1,0.9506190378943469
Sieve Bootstrap,Estacionario_Lineal,3.0,2,0.9686969090167049
Sieve Bootstrap,Estacionario_Lineal,3.0,3,0.9708550903090365
Sieve Bootstrap,Estacionario_Lineal,3.0,4,0.9801511981687869
Sieve Bootstrap,Estacionario_Lineal,3.0,5,0.960783867099965
Sieve Bootstrap,No_Estacionario_Lineal,0.2,1,0.33141318980093676
Sieve Bootstrap,No_Estacionario_Lineal,0.2,2,0.33560391653269006
Sieve Bootstrap,No_Estacionario_Lineal,0.2,3,0.36261361814466647
Sieve Bootstrap,No_Estacionario_Lineal,0.2,4,0.49943779193505455
Sieve Bootstrap,No_Estacionario_Lineal,0.2,5,0.3939991048745297
Sieve Bootstrap,No_Estacionario_Lineal,0.5,1,0.4998874527433224
Sieve Bootstrap,No_Estacionario_Lineal,0.5,2,0.5399750104781879
Sieve Bootstrap,No_Estacionario_Lineal,0.5,3,0.5686754340967216
Sieve Bootstrap,No_Estacionario_Lineal,0.5,4,0.5645874723112644
Sieve Bootstrap,No_Estacionario_Lineal,0.5,5,0.5834598986520478
Sieve Bootstrap,No_Estacionario_Lineal,1.0,1,0.638682618615404
Sieve Bootstrap,No_Estacionario_Lineal,1.0,2,0.6526224347812628
Sieve Bootstrap,No_Estacionario_Lineal,1.0,3,0.6746212913711213
Sieve Bootstrap,No_Estacionario_Lineal,1.0,4,0.6695329953536536
Sieve Bootstrap,No_Estacionario_Lineal,1.0,5,0.6384617610971988
Sieve Bootstrap,No_Estacionario_Lineal,3.0,1,1.231640930288001
Sieve Bootstrap,No_Estacionario_Lineal,3.0,2,1.1278501022131298
Sieve Bootstrap,No_Estacionario_Lineal,3.0,3,1.2487440920587667
Sieve Bootstrap,No_Estacionario_Lineal,3.0,4,2.1655062084302465
Sieve Bootstrap,No_Estacionario_Lineal,3.0,5,1.2512435677897424
Sieve Bootstrap,No_Lineal,0.2,1,0.2867381325115162
Sieve Bootstrap,No_Lineal,0.2,2,0.2710599797807853
Sieve Bootstrap,No_Lineal,0.2,3,0.2787087018024336
Sieve Bootstrap,No_Lineal,0.2,4,0.28020078027371503
Sieve Bootstrap,No_Lineal,0.2,5,0.2845806587531494
Sieve Bootstrap,No_Lineal,0.5,1,0.41735926210989077
Sieve Bootstrap,No_Lineal,0.5,2,0.4272066717558489
Sieve Bootstrap,No_Lineal,0.5,3,0.4373961353824546
Sieve Bootstrap,No_Lineal,0.5,4,0.447238176596501
Sieve Bootstrap,No_Lineal,0.5,5,0.4370657264733587
Sieve Bootstrap,No_Lineal,1.0,1,0.5972717401152595
Sieve Bootstrap,No_Lineal,1.0,2,0.6437511653325538
Sieve Bootstrap,No_Lineal,1.0,3,0.6378003219326603
Sieve Bootstrap,No_Lineal,1.0,4,0.6260339675786318
Sieve Bootstrap,No_Lineal,1.0,5,0.5851045876390419
Sieve Bootstrap,No_Lineal,3.0,1,1.0228794886693122
Sieve Bootstrap,No_Lineal,3.0,2,1.1695115155806135
Sieve Bootstrap,No_Lineal,3.0,3,1.1207077572533966
Sieve Bootstrap,No_Lineal,3.0,4,1.0888840544229712
Sieve Bootstrap,No_Lineal,3.0,5,1.0680706264492827
