Escenario,Modelo_1,Modelo_2,DM_Statistic,P_Value,Diferencia_Media,Significativo
No_Estacionario_Lineal,AV-MCPS,MCPS,-1.0916063460810372,0.27500616556746316,-0.3888897003087268,No
No_Estacionario_Lineal,AV-MCPS,Sieve Bootstrap,2.6916435966567147,0.007110088232547218,1.4102812357419925,Sí
No_Estacionario_Lineal,Block Bootstrapping,DeepAR,-4.452583933858633,8.484305806799597e-06,-1.4126951590143804,Sí
No_Estacionario_Lineal,Block Bootstrapping,EnCQR-LSTM,-8.099157929601796,4.440892098500626e-16,-3.1196821362869525,Sí
No_Estacionario_Lineal,Block Bootstrapping,LSPM,-8.212770451925891,2.220446049250313e-16,-0.5486885068699796,Sí
No_Estacionario_Lineal,Block Bootstrapping,LSPMW,-8.39617502900027,0.0,-0.5475189249450754,Sí
No_Estacionario_Lineal,Block Bootstrapping,MCPS,-4.237318065932408,2.2620558253638734e-05,-2.0056003250326153,Sí
No_Estacionario_Lineal,Block Bootstrapping,Sieve Bootstrap,-1.2527038500956766,0.2103135043011619,-0.2064293889818959,No
No_Estacionario_Lineal,DeepAR,EnCQR-LSTM,-4.613100459014404,3.967064424292843e-06,-1.706986977272572,Sí
No_Estacionario_Lineal,DeepAR,LSPM,4.1066935441759,4.01363167772395e-05,0.8640066521444008,Sí
No_Estacionario_Lineal,DeepAR,LSPMW,4.119237241073857,3.8012861920178054e-05,0.865176234069305,Sí
No_Estacionario_Lineal,DeepAR,MCPS,-2.2445135375422183,0.024799378894536872,-0.592905166018235,Sí
No_Estacionario_Lineal,DeepAR,Sieve Bootstrap,3.576678115271188,0.0003479882359891384,1.2062657700324846,Sí
No_Estacionario_Lineal,EnCQR-LSTM,LSPM,7.778158381009443,7.327471962526033e-15,2.570993629416973,Sí
No_Estacionario_Lineal,EnCQR-LSTM,LSPMW,7.780332267578444,7.327471962526033e-15,2.572163211341877,Sí
No_Estacionario_Lineal,EnCQR-LSTM,MCPS,0.3451449009938947,0.7299854389469966,1.1140818112543371,No
No_Estacionario_Lineal,EnCQR-LSTM,Sieve Bootstrap,7.111311260548316,1.149524919696887e-12,2.9132527473050565,Sí
No_Estacionario_Lineal,LSPM,LSPMW,1.2463294984011972,0.21264345248562933,0.0011695819249042394,No
No_Estacionario_Lineal,LSPM,MCPS,-4.033865068578541,5.486683145305982e-05,-1.4569118181626357,Sí
No_Estacionario_Lineal,LSPM,Sieve Bootstrap,-0.22183602652755516,0.824441532994572,0.3422591178880837,No
No_Estacionario_Lineal,LSPMW,MCPS,-4.038402462337653,5.381646202162749e-05,-1.45808140008754,Sí
No_Estacionario_Lineal,LSPMW,Sieve Bootstrap,-0.2548794342613817,0.7988162208781691,0.3410895359631795,No
No_Estacionario_Lineal,MCPS,Sieve Bootstrap,3.883488998097899,0.00010296819312305416,1.7991709360507193,Sí
No_Lineal,AREPD,AV-MCPS,3.0624948410977133,0.0021950025901755765,0.04122787617871415,Sí
No_Lineal,AREPD,Block Bootstrapping,4.970882484491668,6.664883922535836e-07,0.06772933173443185,Sí
No_Lineal,AREPD,DeepAR,4.506889715458147,6.578480318486513e-06,0.06614044729527357,Sí
No_Lineal,AREPD,EnCQR-LSTM,3.525741178871811,0.00042229946203464763,0.03328849558904934,Sí
No_Lineal,AREPD,LSPM,1.0366510406992366,0.29989851687057434,0.002158335895851682,No
No_Lineal,AREPD,LSPMW,-1.456479041526541,0.14526023926578402,-0.029252111537386494,No
No_Lineal,AREPD,MCPS,2.7502608740319023,0.005954783623005833,0.040538728671305924,Sí
No_Lineal,AREPD,Sieve Bootstrap,4.725917954024483,2.290781346836468e-06,0.06469227969827918,Sí
No_Lineal,AV-MCPS,Block Bootstrapping,3.1796002690480853,0.0014747833674393362,0.0265014555557177,Sí
No_Lineal,AV-MCPS,DeepAR,3.154527571659522,0.001607581875662012,0.024912571116559423,Sí
No_Lineal,AV-MCPS,EnCQR-LSTM,-0.7971521124029406,0.4253626939472883,-0.007939380589664813,No
No_Lineal,AV-MCPS,LSPM,-2.7082969341753405,0.006762948447456285,-0.03906954028286247,Sí
No_Lineal,AV-MCPS,LSPMW,-3.849659705582453,0.00011828204044173063,-0.07047998771610064,Sí
No_Lineal,AV-MCPS,MCPS,-0.1664971317765396,0.8677657401803658,-0.0006891475074082276,No
No_Lineal,AV-MCPS,Sieve Bootstrap,2.447767171739736,0.01437445095400225,0.023464403519565025,Sí
No_Lineal,Block Bootstrapping,DeepAR,1.0610140191786634,0.2886835301040036,-0.001588884439158278,No
No_Lineal,Block Bootstrapping,EnCQR-LSTM,-4.7105463234266916,2.4705363637078648e-06,-0.034440836145382514,Sí
No_Lineal,Block Bootstrapping,LSPM,-5.631808506711643,1.7832962662112095e-08,-0.06557099583858017,Sí
No_Lineal,Block Bootstrapping,LSPMW,-5.69253866704796,1.2516424119368708e-08,-0.09698144327181835,Sí
No_Lineal,Block Bootstrapping,MCPS,-2.3616384277561515,0.018194377831886488,-0.02719060306312593,Sí
No_Lineal,Block Bootstrapping,Sieve Bootstrap,-1.9094846508633476,0.056199599931441746,-0.0030370520361526765,No
No_Lineal,DeepAR,EnCQR-LSTM,-4.448524852517624,8.646204629814136e-06,-0.032851951706224236,Sí
No_Lineal,DeepAR,LSPM,-6.212954132008492,5.199762842522659e-10,-0.06398211139942189,Sí
No_Lineal,DeepAR,LSPMW,-6.001988890974679,1.9491503966406754e-09,-0.09539255883266007,Sí
No_Lineal,DeepAR,MCPS,-3.1331736056302053,0.0017292712795538012,-0.02560171862396765,Sí
No_Lineal,DeepAR,Sieve Bootstrap,-1.5149106725226993,0.12979502724895942,-0.0014481675969943986,No
No_Lineal,EnCQR-LSTM,LSPM,-3.4655068736367527,0.0005292329983839217,-0.031130159693197657,Sí
No_Lineal,EnCQR-LSTM,LSPMW,-4.535570371150493,5.744801885532169e-06,-0.06254060712643583,Sí
No_Lineal,EnCQR-LSTM,MCPS,0.49550728311304654,0.620242082263855,0.007250233082256585,No
No_Lineal,EnCQR-LSTM,Sieve Bootstrap,3.910302204137147,9.218071862604482e-05,0.03140378410922984,Sí
No_Lineal,LSPM,LSPMW,-4.085211444082051,4.4036696373206397e-05,-0.031410447433238176,Sí
No_Lineal,LSPM,MCPS,2.3560118386389677,0.018472328976708585,0.03838039277545424,Sí
No_Lineal,LSPM,Sieve Bootstrap,5.231862436307094,1.6781061851212087e-07,0.0625339438024275,Sí
No_Lineal,LSPMW,MCPS,3.5928193416214556,0.00032711938871243795,0.06979084020869242,Sí
No_Lineal,LSPMW,Sieve Bootstrap,5.560788711885942,2.6855817347737343e-08,0.09394439123566567,Sí
No_Lineal,MCPS,Sieve Bootstrap,1.9565397312708805,0.0504016068263593,0.024153551026973252,No
